"age","job","marital","education","default","balance","housing","contact","duration","campaign","pdays","previous","poutcome","signedup","Year","Date"
39,"admin.","married","secondary","no",272,"yes","cellular",199,1,234,2,"failure",0,2017,2017-01-01
36,"admin.","married","secondary","no",1733,"no","cellular",204,3,-1,0,"unknown",0,2017,2017-01-01
29,"management","married","secondary","no",5284,"yes","unknown",321,1,-1,0,"unknown",0,2017,2017-01-01
37,"housemaid","married","primary","no",0,"no","telephone",265,4,-1,0,"unknown",0,2017,2017-01-01
36,"admin.","married","tertiary","no",75,"no","cellular",97,2,-1,0,"unknown",0,2017,2017-01-01
31,"technician","single","tertiary","yes",24,"no","cellular",246,2,-1,0,"unknown",0,2017,2017-01-01
45,"admin.","married","secondary","no",1097,"yes","cellular",180,1,-1,0,"unknown",0,2017,2017-01-01
36,"blue-collar","married","secondary","no",3935,"yes","unknown",220,6,-1,0,"unknown",0,2017,2017-01-01
26,"blue-collar","single","secondary","no",0,"no","telephone",55,2,-1,0,"unknown",0,2017,2017-01-01
36,"management","single","tertiary","no",5171,"yes","cellular",174,1,-1,0,"unknown",0,2017,2017-01-01
53,"management","married","tertiary","no",583,"no","cellular",226,1,184,4,"success",1,2017,2017-01-01
34,"admin.","divorced","secondary","no",25,"no","cellular",666,2,-1,0,"unknown",0,2017,2017-01-01
32,"blue-collar","married","secondary","no",38,"yes","unknown",368,5,-1,0,"unknown",0,2017,2017-01-01
57,"retired","married","primary","no",9367,"no","cellular",981,1,90,6,"success",1,2017,2017-01-01
33,"admin.","single","tertiary","no",12704,"yes","cellular",246,2,-1,0,"unknown",0,2017,2017-01-01
45,"blue-collar","married","primary","no",328,"yes","cellular",174,4,-1,0,"unknown",0,2017,2017-01-01
36,"technician","married","tertiary","no",844,"yes","cellular",129,1,-1,0,"unknown",0,2017,2017-01-01
27,"admin.","single","tertiary","no",4991,"yes","cellular",123,1,-1,0,"unknown",0,2017,2017-01-01
53,"blue-collar","married","secondary","no",6112,"no","cellular",211,1,-1,0,"unknown",1,2017,2017-01-01
29,"services","married","secondary","no",0,"yes","cellular",315,1,281,15,"other",0,2017,2017-01-01
43,"services","single","tertiary","no",553,"no","cellular",323,1,-1,0,"unknown",0,2017,2017-01-01
30,"services","single","tertiary","no",1788,"no","cellular",288,1,181,2,"failure",1,2017,2017-01-01
34,"admin.","married","primary","no",412,"yes","cellular",217,1,287,2,"failure",0,2017,2017-01-01
36,"management","divorced","tertiary","no",210,"yes","cellular",182,2,-1,0,"unknown",0,2017,2017-01-01
36,"technician","married","primary","no",4585,"yes","unknown",311,3,-1,0,"unknown",0,2017,2017-01-01
33,"management","married","tertiary","no",415,"no","cellular",75,5,167,1,"other",0,2017,2017-01-01
38,"blue-collar","single","primary","no",1465,"yes","unknown",239,2,-1,0,"unknown",0,2017,2017-01-01
54,"services","married","secondary","no",770,"no","cellular",151,1,-1,0,"unknown",0,2017,2017-01-01
49,"management","single","tertiary","no",4465,"yes","cellular",72,2,-1,0,"unknown",0,2017,2017-01-01
33,"management","single","tertiary","no",2059,"no","cellular",106,2,-1,0,"unknown",0,2017,2017-01-01
68,"retired","married","primary","no",0,"no","telephone",814,1,-1,0,"unknown",0,2017,2017-01-01
42,"services","single","tertiary","no",94,"yes","cellular",151,1,183,6,"success",0,2017,2017-01-01
27,"management","single","tertiary","no",2648,"no","cellular",917,1,-1,0,"unknown",1,2017,2017-01-01
34,"management","married","tertiary","no",498,"yes","cellular",84,1,251,2,"failure",0,2017,2017-01-01
36,"technician","married","tertiary","no",-290,"yes","cellular",150,1,189,3,"failure",0,2017,2017-01-01
31,"technician","married","secondary","no",4,"no","unknown",199,4,-1,0,"unknown",0,2017,2017-01-02
38,"technician","married","secondary","no",525,"yes","telephone",15,7,178,1,"other",0,2017,2017-01-02
40,"entrepreneur","single","secondary","no",943,"yes","cellular",179,3,-1,0,"unknown",0,2017,2017-01-02
33,"technician","single","secondary","no",402,"yes","unknown",59,1,-1,0,"unknown",0,2017,2017-01-02
59,"self-employed","married","primary","no",0,"yes","telephone",97,2,-1,0,"unknown",0,2017,2017-01-02
54,"blue-collar","married","primary","no",6812,"yes","cellular",108,3,-1,0,"unknown",0,2017,2017-01-02
45,"management","married","tertiary","no",409,"no","unknown",144,1,-1,0,"unknown",0,2017,2017-01-02
29,"admin.","married","secondary","no",792,"yes","cellular",374,2,-1,0,"unknown",0,2017,2017-01-02
43,"blue-collar","single","primary","no",181,"yes","cellular",174,1,343,2,"failure",0,2017,2017-01-02
43,"management","divorced","tertiary","no",388,"yes","unknown",2087,2,-1,0,"unknown",1,2017,2017-01-02
37,"management","married","secondary","no",10,"no","cellular",164,1,250,2,"failure",0,2017,2017-01-02
51,"services","married","secondary","no",107,"yes","telephone",99,2,369,4,"failure",0,2017,2017-01-02
31,"blue-collar","married","primary","no",1601,"no","cellular",521,3,-1,0,"unknown",0,2017,2017-01-02
29,"management","single","secondary","no",703,"yes","cellular",236,1,550,2,"success",1,2017,2017-01-02
37,"services","single","secondary","no",3,"no","unknown",527,1,-1,0,"unknown",0,2017,2017-01-02
57,"retired","married","tertiary","no",1458,"no","cellular",250,1,107,5,"failure",0,2017,2017-01-02
31,"management","single","tertiary","no",357,"yes","unknown",77,3,-1,0,"unknown",0,2017,2017-01-02
50,"management","married","secondary","no",633,"no","telephone",302,1,111,6,"failure",0,2017,2017-01-02
30,"admin.","married","secondary","no",1165,"no","cellular",98,2,-1,0,"unknown",0,2017,2017-01-02
34,"entrepreneur","married","primary","no",1188,"yes","cellular",1503,11,-1,0,"unknown",0,2017,2017-01-02
24,"student","single","unknown","no",839,"no","cellular",65,1,-1,0,"unknown",0,2017,2017-01-02
44,"entrepreneur","married","secondary","no",242,"no","cellular",100,4,-1,0,"unknown",0,2017,2017-01-02
41,"self-employed","married","primary","no",204,"no","cellular",111,7,-1,0,"unknown",0,2017,2017-01-02
33,"management","married","tertiary","no",52,"no","cellular",311,1,-1,0,"unknown",0,2017,2017-01-02
52,"housemaid","married","primary","no",10943,"no","cellular",292,1,-1,0,"unknown",1,2017,2017-01-02
47,"services","married","secondary","no",439,"yes","cellular",156,12,-1,0,"unknown",0,2017,2017-01-02
46,"blue-collar","married","secondary","no",1568,"yes","cellular",310,1,55,6,"other",1,2017,2017-01-02
31,"blue-collar","married","secondary","no",-88,"yes","unknown",202,6,-1,0,"unknown",0,2017,2017-01-02
33,"technician","married","secondary","no",2746,"yes","cellular",188,2,-1,0,"unknown",0,2017,2017-01-02
38,"services","married","primary","no",0,"yes","cellular",960,2,-1,0,"unknown",0,2017,2017-01-02
46,"technician","married","secondary","no",250,"no","cellular",84,2,-1,0,"unknown",0,2017,2017-01-02
47,"management","married","secondary","no",7,"no","telephone",53,2,-1,0,"unknown",0,2017,2017-01-02
31,"blue-collar","single","primary","no",-280,"no","unknown",281,3,-1,0,"unknown",0,2017,2017-01-02
39,"blue-collar","married","secondary","no",356,"yes","unknown",607,1,-1,0,"unknown",0,2017,2017-01-02
41,"blue-collar","single","secondary","no",1880,"no","cellular",35,1,356,10,"other",0,2017,2017-01-02
73,"retired","single","secondary","no",1050,"no","cellular",73,2,-1,0,"unknown",0,2017,2017-01-02
26,"management","single","tertiary","no",2356,"yes","cellular",252,6,-1,0,"unknown",0,2017,2017-01-02
45,"services","married","unknown","no",318,"no","cellular",63,2,-1,0,"unknown",0,2017,2017-01-02
49,"blue-collar","married","secondary","no",-327,"yes","cellular",423,1,-1,0,"unknown",0,2017,2017-01-02
26,"housemaid","single","secondary","no",93,"no","cellular",255,3,-1,0,"unknown",0,2017,2017-01-02
54,"housemaid","married","secondary","no",1182,"yes","cellular",118,2,241,2,"failure",0,2017,2017-01-02
54,"management","married","tertiary","no",284,"yes","telephone",65,5,-1,0,"unknown",0,2017,2017-01-02
28,"blue-collar","married","secondary","no",-42,"yes","cellular",192,1,364,3,"other",0,2017,2017-01-02
24,"technician","single","primary","no",126,"yes","unknown",10,58,-1,0,"unknown",0,2017,2017-01-02
36,"management","single","tertiary","no",553,"no","cellular",106,2,-1,0,"unknown",0,2017,2017-01-02
43,"blue-collar","divorced","primary","no",-57,"yes","unknown",221,2,-1,0,"unknown",0,2017,2017-01-02
59,"technician","married","secondary","no",6,"no","unknown",292,1,-1,0,"unknown",0,2017,2017-01-02
36,"blue-collar","single","secondary","yes",-1157,"yes","cellular",323,2,-1,0,"unknown",0,2017,2017-01-02
59,"admin.","married","secondary","no",230,"yes","unknown",190,3,-1,0,"unknown",0,2017,2017-01-02
48,"management","married","tertiary","no",5887,"no","cellular",227,2,-1,0,"unknown",0,2017,2017-01-02
33,"management","divorced","tertiary","no",47,"no","cellular",47,3,178,3,"failure",0,2017,2017-01-02
36,"management","single","secondary","no",278,"no","cellular",1243,2,-1,0,"unknown",0,2017,2017-01-02
52,"admin.","married","secondary","no",118,"no","cellular",105,1,-1,0,"unknown",0,2017,2017-01-02
60,"retired","married","tertiary","no",2196,"no","cellular",318,3,-1,0,"unknown",0,2017,2017-01-02
29,"technician","single","secondary","no",309,"yes","unknown",214,1,-1,0,"unknown",0,2017,2017-01-02
34,"services","divorced","secondary","no",797,"yes","cellular",88,1,126,1,"failure",0,2017,2017-01-02
48,"technician","divorced","secondary","no",105,"no","cellular",520,2,-1,0,"unknown",0,2017,2017-01-02
36,"blue-collar","married","secondary","no",-53,"yes","cellular",9,5,322,8,"other",0,2017,2017-01-02
46,"blue-collar","married","primary","no",44,"no","cellular",90,9,-1,0,"unknown",0,2017,2017-01-02
33,"admin.","married","secondary","no",17,"yes","cellular",74,1,351,1,"failure",0,2017,2017-01-02
36,"technician","married","secondary","no",58,"no","cellular",24,2,-1,0,"unknown",0,2017,2017-01-02
29,"blue-collar","single","primary","no",343,"no","cellular",39,2,-1,0,"unknown",0,2017,2017-01-02
31,"services","single","secondary","no",900,"yes","cellular",221,2,140,6,"failure",0,2017,2017-01-02
46,"management","single","tertiary","no",655,"no","unknown",68,1,-1,0,"unknown",0,2017,2017-01-02
31,"unemployed","divorced","secondary","no",1144,"yes","cellular",65,2,367,1,"failure",0,2017,2017-01-02
28,"blue-collar","single","secondary","no",802,"yes","unknown",195,3,-1,0,"unknown",0,2017,2017-01-02
31,"management","single","tertiary","no",3384,"no","cellular",153,1,104,2,"success",1,2017,2017-01-02
58,"management","married","unknown","no",1065,"yes","unknown",213,3,-1,0,"unknown",0,2017,2017-01-02
51,"self-employed","divorced","tertiary","no",5244,"no","unknown",266,2,-1,0,"unknown",0,2017,2017-01-03
60,"blue-collar","married","secondary","no",171,"yes","unknown",219,2,-1,0,"unknown",0,2017,2017-01-03
34,"technician","divorced","secondary","no",175,"yes","cellular",21,8,-1,0,"unknown",0,2017,2017-01-03
47,"services","married","secondary","no",756,"no","cellular",154,4,-1,0,"unknown",0,2017,2017-01-03
31,"blue-collar","married","primary","no",3,"no","telephone",143,3,-1,0,"unknown",0,2017,2017-01-03
25,"blue-collar","single","secondary","no",0,"no","telephone",112,1,-1,0,"unknown",0,2017,2017-01-03
39,"technician","married","tertiary","no",794,"no","telephone",182,1,-1,0,"unknown",0,2017,2017-01-03
36,"entrepreneur","married","secondary","no",134,"no","unknown",98,1,-1,0,"unknown",0,2017,2017-01-03
59,"housemaid","single","unknown","no",4639,"no","unknown",24,5,-1,0,"unknown",0,2017,2017-01-03
31,"blue-collar","married","primary","no",554,"yes","cellular",317,1,352,5,"failure",0,2017,2017-01-03
32,"technician","single","secondary","no",145,"no","cellular",135,2,-1,0,"unknown",0,2017,2017-01-03
26,"management","single","tertiary","no",212,"no","cellular",62,1,-1,0,"unknown",0,2017,2017-01-03
47,"blue-collar","married","primary","no",1533,"no","cellular",273,2,96,4,"failure",0,2017,2017-01-03
47,"services","married","secondary","no",0,"yes","cellular",289,1,-1,0,"unknown",0,2017,2017-01-03
34,"technician","single","tertiary","no",23919,"no","cellular",384,2,-1,0,"unknown",0,2017,2017-01-03
32,"technician","married","secondary","no",908,"yes","unknown",64,1,-1,0,"unknown",0,2017,2017-01-03
39,"management","married","tertiary","no",208,"no","cellular",170,4,-1,0,"unknown",0,2017,2017-01-03
44,"management","married","unknown","no",21,"no","cellular",323,2,-1,0,"unknown",0,2017,2017-01-03
35,"technician","married","secondary","no",179,"no","cellular",82,2,-1,0,"unknown",0,2017,2017-01-03
57,"unemployed","married","primary","no",0,"yes","cellular",231,2,-1,0,"unknown",0,2017,2017-01-03
33,"self-employed","married","tertiary","no",3064,"no","cellular",309,1,-1,0,"unknown",0,2017,2017-01-03
41,"unemployed","single","secondary","no",295,"no","cellular",509,1,-1,0,"unknown",0,2017,2017-01-03
46,"admin.","married","secondary","no",5021,"no","cellular",957,1,182,1,"success",1,2017,2017-01-03
57,"management","married","tertiary","no",3431,"yes","cellular",55,2,189,1,"failure",0,2017,2017-01-03
43,"admin.","married","secondary","no",429,"yes","unknown",35,32,-1,0,"unknown",0,2017,2017-01-03
43,"blue-collar","married","secondary","no",2105,"no","telephone",93,2,-1,0,"unknown",0,2017,2017-01-03
42,"blue-collar","single","primary","no",1401,"yes","unknown",69,1,-1,0,"unknown",0,2017,2017-01-03
42,"blue-collar","married","primary","no",163,"yes","unknown",62,6,-1,0,"unknown",0,2017,2017-01-03
31,"technician","single","secondary","no",0,"no","cellular",157,2,-1,0,"unknown",0,2017,2017-01-03
32,"blue-collar","married","secondary","no",-667,"yes","cellular",152,7,349,1,"other",0,2017,2017-01-03
55,"blue-collar","divorced","primary","no",215,"no","unknown",202,1,-1,0,"unknown",0,2017,2017-01-03
48,"admin.","married","secondary","no",6532,"yes","unknown",312,5,-1,0,"unknown",0,2017,2017-01-03
48,"blue-collar","married","primary","no",474,"yes","unknown",414,1,-1,0,"unknown",0,2017,2017-01-03
32,"technician","married","secondary","no",963,"no","cellular",15,13,-1,0,"unknown",0,2017,2017-01-03
26,"admin.","single","secondary","no",141,"yes","cellular",19,4,349,6,"other",0,2017,2017-01-03
31,"management","married","tertiary","no",183,"yes","cellular",46,3,-1,0,"unknown",0,2017,2017-01-03
25,"blue-collar","married","secondary","no",77,"yes","unknown",31,1,-1,0,"unknown",0,2017,2017-01-03
56,"housemaid","married","secondary","no",594,"yes","unknown",151,1,-1,0,"unknown",0,2017,2017-01-03
35,"management","single","tertiary","no",151,"no","unknown",11,1,850,2,"failure",0,2017,2017-01-03
55,"blue-collar","married","unknown","no",23,"no","cellular",123,2,-1,0,"unknown",0,2017,2017-01-03
37,"self-employed","divorced","tertiary","no",60,"no","unknown",426,3,-1,0,"unknown",0,2017,2017-01-03
34,"blue-collar","married","primary","no",46,"yes","unknown",165,1,-1,0,"unknown",0,2017,2017-01-03
28,"unemployed","single","primary","no",1374,"no","cellular",203,4,-1,0,"unknown",1,2017,2017-01-03
35,"technician","married","secondary","no",118,"yes","unknown",236,1,-1,0,"unknown",0,2017,2017-01-03
36,"unemployed","single","secondary","no",490,"yes","unknown",265,3,-1,0,"unknown",0,2017,2017-01-03
47,"blue-collar","married","primary","no",113,"yes","unknown",276,1,-1,0,"unknown",0,2017,2017-01-03
41,"services","single","primary","no",5907,"yes","cellular",198,1,167,5,"failure",0,2017,2017-01-03
33,"admin.","single","tertiary","no",280,"no","cellular",189,2,-1,0,"unknown",0,2017,2017-01-03
37,"blue-collar","married","secondary","no",-288,"yes","unknown",298,2,-1,0,"unknown",0,2017,2017-01-03
58,"retired","married","secondary","no",1230,"no","cellular",420,1,87,1,"failure",1,2017,2017-01-03
33,"technician","single","secondary","no",1994,"yes","unknown",57,9,-1,0,"unknown",0,2017,2017-01-03
34,"management","married","tertiary","no",676,"no","cellular",156,1,177,1,"success",0,2017,2017-01-03
31,"entrepreneur","single","tertiary","no",1454,"no","cellular",377,1,-1,0,"unknown",0,2017,2017-01-03
32,"management","divorced","tertiary","no",948,"no","cellular",204,2,-1,0,"unknown",0,2017,2017-01-03
41,"management","divorced","unknown","no",465,"yes","cellular",1508,1,-1,0,"unknown",1,2017,2017-01-03
38,"management","married","tertiary","no",551,"yes","unknown",1875,4,-1,0,"unknown",0,2017,2017-01-03
34,"services","single","secondary","no",1239,"yes","unknown",164,1,-1,0,"unknown",0,2017,2017-01-03
40,"admin.","married","secondary","no",220,"yes","unknown",69,3,-1,0,"unknown",0,2017,2017-01-03
29,"admin.","single","tertiary","no",-197,"no","unknown",47,1,-1,0,"unknown",0,2017,2017-01-04
29,"blue-collar","single","secondary","no",13654,"yes","cellular",528,1,-1,0,"unknown",0,2017,2017-01-04
44,"management","married","tertiary","no",445,"no","telephone",135,2,9,7,"other",0,2017,2017-01-04
41,"technician","divorced","tertiary","no",533,"yes","cellular",257,4,-1,0,"unknown",0,2017,2017-01-04
59,"retired","married","tertiary","no",1425,"no","cellular",489,2,102,1,"success",0,2017,2017-01-04
39,"blue-collar","married","primary","no",104,"yes","unknown",624,2,-1,0,"unknown",0,2017,2017-01-04
53,"blue-collar","married","primary","no",4641,"no","unknown",356,2,-1,0,"unknown",0,2017,2017-01-04
54,"entrepreneur","married","secondary","no",0,"yes","cellular",387,2,287,1,"failure",0,2017,2017-01-04
26,"blue-collar","married","primary","no",0,"yes","unknown",425,1,-1,0,"unknown",0,2017,2017-01-04
28,"self-employed","single","tertiary","no",159,"no","cellular",449,2,33,4,"success",1,2017,2017-01-04
35,"blue-collar","married","secondary","no",274,"yes","unknown",205,1,-1,0,"unknown",0,2017,2017-01-04
24,"self-employed","single","unknown","no",1179,"no","cellular",122,1,-1,0,"unknown",0,2017,2017-01-04
40,"entrepreneur","married","tertiary","no",2644,"yes","cellular",235,1,133,3,"failure",0,2017,2017-01-04
51,"management","married","tertiary","no",0,"yes","cellular",60,1,343,7,"failure",0,2017,2017-01-04
39,"management","divorced","tertiary","no",36,"no","cellular",133,1,-1,0,"unknown",0,2017,2017-01-04
41,"admin.","single","secondary","no",0,"no","telephone",286,2,-1,0,"unknown",0,2017,2017-01-04
32,"technician","single","secondary","no",-398,"no","cellular",387,2,-1,0,"unknown",0,2017,2017-01-04
31,"unemployed","married","tertiary","no",232,"yes","cellular",53,3,-1,0,"unknown",0,2017,2017-01-04
52,"entrepreneur","single","unknown","no",0,"no","unknown",9,2,-1,0,"unknown",0,2017,2017-01-04
39,"entrepreneur","married","primary","no",437,"yes","unknown",150,1,-1,0,"unknown",1,2017,2017-01-04
45,"blue-collar","married","secondary","no",1103,"yes","cellular",828,2,-1,0,"unknown",0,2017,2017-01-04
38,"student","single","unknown","no",722,"no","unknown",65,1,-1,0,"unknown",0,2017,2017-01-04
25,"admin.","single","secondary","no",122,"yes","cellular",481,2,-1,0,"unknown",1,2017,2017-01-04
30,"student","single","secondary","no",0,"no","cellular",111,1,-1,0,"unknown",0,2017,2017-01-04
46,"technician","married","secondary","no",475,"no","cellular",158,2,-1,0,"unknown",0,2017,2017-01-04
40,"blue-collar","single","secondary","no",406,"no","cellular",205,2,-1,0,"unknown",0,2017,2017-01-04
59,"housemaid","married","primary","no",153,"no","unknown",133,3,-1,0,"unknown",0,2017,2017-01-04
33,"management","married","tertiary","no",2907,"no","cellular",116,1,-1,0,"unknown",0,2017,2017-01-04
43,"technician","divorced","secondary","no",0,"yes","cellular",150,2,342,2,"failure",0,2017,2017-01-04
35,"management","married","tertiary","no",648,"no","cellular",674,2,-1,0,"unknown",0,2017,2017-01-04
47,"admin.","divorced","secondary","no",-364,"yes","unknown",240,2,-1,0,"unknown",0,2017,2017-01-04
38,"technician","married","secondary","no",1960,"yes","cellular",161,2,-1,0,"unknown",0,2017,2017-01-04
40,"blue-collar","married","unknown","no",486,"yes","unknown",97,8,-1,0,"unknown",0,2017,2017-01-04
47,"blue-collar","married","secondary","no",310,"yes","cellular",145,3,-1,0,"unknown",0,2017,2017-01-04
25,"student","single","tertiary","no",641,"yes","unknown",53,1,-1,0,"unknown",0,2017,2017-01-04
34,"management","married","tertiary","no",0,"no","cellular",431,6,-1,0,"unknown",0,2017,2017-01-04
19,"student","single","secondary","no",88,"no","cellular",191,1,-1,0,"unknown",0,2017,2017-01-04
30,"technician","married","secondary","no",436,"yes","cellular",138,3,206,8,"other",0,2017,2017-01-04
35,"technician","married","secondary","no",295,"yes","unknown",882,2,-1,0,"unknown",0,2017,2017-01-04
40,"management","divorced","tertiary","no",390,"no","cellular",80,3,-1,0,"unknown",0,2017,2017-01-04
43,"management","divorced","tertiary","no",-410,"no","cellular",189,1,-1,0,"unknown",0,2017,2017-01-04
30,"entrepreneur","single","secondary","no",491,"yes","unknown",197,4,-1,0,"unknown",0,2017,2017-01-04
52,"technician","married","unknown","no",989,"no","cellular",88,1,-1,0,"unknown",0,2017,2017-01-04
51,"admin.","married","secondary","no",884,"no","unknown",50,1,-1,0,"unknown",0,2017,2017-01-04
48,"admin.","divorced","secondary","no",268,"yes","unknown",71,4,-1,0,"unknown",0,2017,2017-01-04
47,"self-employed","married","tertiary","no",1917,"no","unknown",39,2,-1,0,"unknown",0,2017,2017-01-04
32,"services","married","secondary","no",206,"yes","unknown",370,1,-1,0,"unknown",0,2017,2017-01-04
42,"self-employed","married","secondary","no",0,"no","cellular",277,4,-1,0,"unknown",0,2017,2017-01-04
39,"admin.","single","secondary","no",782,"yes","cellular",162,3,-1,0,"unknown",0,2017,2017-01-04
34,"blue-collar","married","secondary","no",247,"yes","unknown",193,5,-1,0,"unknown",0,2017,2017-01-04
38,"management","divorced","tertiary","no",547,"yes","unknown",137,4,-1,0,"unknown",0,2017,2017-01-04
30,"technician","single","secondary","no",44,"no","cellular",187,2,-1,0,"unknown",0,2017,2017-01-04
28,"management","married","tertiary","no",3694,"no","cellular",70,2,-1,0,"unknown",0,2017,2017-01-04
41,"services","single","secondary","no",260,"no","unknown",75,1,-1,0,"unknown",0,2017,2017-01-04
60,"blue-collar","married","primary","no",38,"yes","cellular",109,11,373,1,"other",0,2017,2017-01-04
40,"technician","divorced","secondary","no",5674,"yes","cellular",84,1,-1,0,"unknown",0,2017,2017-01-04
47,"housemaid","married","primary","no",0,"yes","telephone",162,1,-1,0,"unknown",0,2017,2017-01-04
57,"technician","divorced","secondary","no",285,"no","cellular",348,2,-1,0,"unknown",0,2017,2017-01-05
34,"technician","married","tertiary","no",1806,"yes","cellular",160,2,-1,0,"unknown",0,2017,2017-01-05
52,"management","married","tertiary","no",583,"no","cellular",209,1,91,2,"failure",1,2017,2017-01-05
33,"management","single","tertiary","no",2637,"no","cellular",583,17,-1,0,"unknown",1,2017,2017-01-05
33,"blue-collar","married","secondary","no",2761,"yes","cellular",325,1,-1,0,"unknown",0,2017,2017-01-05
32,"management","married","tertiary","no",3696,"no","unknown",315,3,-1,0,"unknown",0,2017,2017-01-05
34,"management","divorced","tertiary","no",488,"yes","unknown",4,2,-1,0,"unknown",0,2017,2017-01-05
57,"admin.","married","secondary","no",2518,"yes","cellular",82,2,-1,0,"unknown",0,2017,2017-01-05
44,"blue-collar","divorced","secondary","no",-222,"yes","unknown",112,3,-1,0,"unknown",0,2017,2017-01-05
29,"technician","single","secondary","no",577,"yes","cellular",18,4,-1,0,"unknown",0,2017,2017-01-05
43,"technician","divorced","secondary","no",305,"yes","cellular",674,2,250,4,"failure",0,2017,2017-01-05
33,"housemaid","married","primary","no",0,"no","cellular",237,2,-1,0,"unknown",0,2017,2017-01-05
34,"services","single","secondary","no",528,"yes","cellular",121,3,100,5,"other",1,2017,2017-01-05
36,"admin.","married","secondary","no",90,"no","unknown",166,3,-1,0,"unknown",0,2017,2017-01-05
38,"management","single","tertiary","no",900,"yes","unknown",156,1,-1,0,"unknown",0,2017,2017-01-05
36,"blue-collar","married","tertiary","no",9,"yes","unknown",112,3,-1,0,"unknown",0,2017,2017-01-05
28,"services","married","secondary","no",376,"no","telephone",49,4,-1,0,"unknown",0,2017,2017-01-05
38,"management","married","tertiary","no",258,"yes","unknown",124,3,-1,0,"unknown",0,2017,2017-01-05
62,"entrepreneur","married","secondary","no",3904,"no","telephone",403,2,-1,0,"unknown",1,2017,2017-01-05
56,"management","divorced","primary","no",7496,"no","unknown",164,3,-1,0,"unknown",0,2017,2017-01-05
22,"admin.","single","secondary","no",-1,"yes","unknown",136,1,-1,0,"unknown",0,2017,2017-01-05
